user_id,segment_label
519846,1-night free hotel with a flight
535905,Free checked bag
549759,1-night free hotel with a flight
573420,1-night free hotel with a flight
566061,1-night free hotel with a flight
545247,Exclusive discounts
519446,1-night free hotel with a flight
490348,Free checked bag
617407,Free checked bag
586637,1-night free hotel with a flight
523657,Exclusive discounts
389434,Free checked bag
480895,1-night free hotel with a flight
556111,1-night free hotel with a flight
619615,Free hotel meal
520097,Free hotel meal
527689,1-night free hotel with a flight
538883,Free checked bag
544406,Free hotel meal
515565,1-night free hotel with a flight
523913,1-night free hotel with a flight
549515,1-night free hotel with a flight
509221,Free checked bag
521997,1-night free hotel with a flight
583134,Free hotel meal
531557,Free checked bag
443598,Free checked bag
330764,Free checked bag
515168,Free checked bag
569534,1-night free hotel with a flight
529787,1-night free hotel with a flight
525168,Exclusive discounts
543126,Exclusive discounts
561503,1-night free hotel with a flight
590434,1-night free hotel with a flight
557107,1-night free hotel with a flight
510215,Free hotel meal
450164,1-night free hotel with a flight
561386,1-night free hotel with a flight
560723,1-night free hotel with a flight
577541,1-night free hotel with a flight
621150,1-night free hotel with a flight
400899,1-night free hotel with a flight
516583,1-night free hotel with a flight
581269,1-night free hotel with a flight
537671,No cancellation fees
586656,1-night free hotel with a flight
593385,Exclusive discounts
491772,No cancellation fees
551804,Free hotel meal
386914,Free checked bag
523073,1-night free hotel with a flight
533222,1-night free hotel with a flight
524607,Exclusive discounts
541357,1-night free hotel with a flight
510946,Free hotel meal
521031,Free checked bag
579040,1-night free hotel with a flight
513543,Exclusive discounts
513339,1-night free hotel with a flight
508877,Free checked bag
543716,Free hotel meal
567256,1-night free hotel with a flight
537860,Free checked bag
553645,1-night free hotel with a flight
571553,1-night free hotel with a flight
520558,Exclusive discounts
552366,1-night free hotel with a flight
542471,Exclusive discounts
556214,1-night free hotel with a flight
542451,1-night free hotel with a flight
569530,1-night free hotel with a flight
561992,Exclusive discounts
514370,1-night free hotel with a flight
571864,Free checked bag
451674,1-night free hotel with a flight
500828,Exclusive discounts
625400,1-night free hotel with a flight
512693,1-night free hotel with a flight
535495,Free hotel meal
526901,Exclusive discounts
516039,1-night free hotel with a flight
594892,1-night free hotel with a flight
525615,1-night free hotel with a flight
526970,1-night free hotel with a flight
513030,Exclusive discounts
533393,1-night free hotel with a flight
562010,1-night free hotel with a flight
568325,1-night free hotel with a flight
523057,1-night free hotel with a flight
494590,1-night free hotel with a flight
488918,Free hotel meal
530004,Free hotel meal
491559,1-night free hotel with a flight
531322,Exclusive discounts
523158,1-night free hotel with a flight
564434,1-night free hotel with a flight
373489,Free checked bag
514951,1-night free hotel with a flight
526239,1-night free hotel with a flight
544604,1-night free hotel with a flight
614846,1-night free hotel with a flight
513869,1-night free hotel with a flight
514515,1-night free hotel with a flight
479254,Free checked bag
540319,Exclusive discounts
544008,1-night free hotel with a flight
546161,Exclusive discounts
496972,No cancellation fees
442833,1-night free hotel with a flight
581491,1-night free hotel with a flight
511549,1-night free hotel with a flight
614748,1-night free hotel with a flight
602793,1-night free hotel with a flight
562814,1-night free hotel with a flight
471161,No cancellation fees
577215,1-night free hotel with a flight
557282,1-night free hotel with a flight
521719,Exclusive discounts
541649,1-night free hotel with a flight
524151,Exclusive discounts
602918,1-night free hotel with a flight
520397,1-night free hotel with a flight
577216,1-night free hotel with a flight
511859,1-night free hotel with a flight
545281,Free hotel meal
603053,1-night free hotel with a flight
513233,Exclusive discounts
517143,Exclusive discounts
568004,Free hotel meal
550222,1-night free hotel with a flight
635442,1-night free hotel with a flight
476393,Exclusive discounts
465731,1-night free hotel with a flight
523273,1-night free hotel with a flight
509160,1-night free hotel with a flight
548113,1-night free hotel with a flight
526837,Free hotel meal
510094,1-night free hotel with a flight
433905,Free hotel meal
522634,1-night free hotel with a flight
563052,1-night free hotel with a flight
532810,Free checked bag
566336,Exclusive discounts
515764,1-night free hotel with a flight
517735,Free hotel meal
527359,1-night free hotel with a flight
512201,Free hotel meal
522745,1-night free hotel with a flight
511122,1-night free hotel with a flight
432333,Free hotel meal
534445,1-night free hotel with a flight
550105,Exclusive discounts
517931,Free checked bag
550804,1-night free hotel with a flight
570144,1-night free hotel with a flight
548109,1-night free hotel with a flight
513438,1-night free hotel with a flight
550579,1-night free hotel with a flight
517676,Exclusive discounts
505285,Exclusive discounts
510586,No cancellation fees
631993,1-night free hotel with a flight
531511,Exclusive discounts
566996,No cancellation fees
533492,1-night free hotel with a flight
487680,1-night free hotel with a flight
618881,1-night free hotel with a flight
387282,Exclusive discounts
584034,Free hotel meal
549733,1-night free hotel with a flight
540580,1-night free hotel with a flight
516246,1-night free hotel with a flight
555418,Free hotel meal
485658,1-night free hotel with a flight
555770,Exclusive discounts
506828,1-night free hotel with a flight
566953,1-night free hotel with a flight
518219,1-night free hotel with a flight
532651,1-night free hotel with a flight
539888,Exclusive discounts
521818,1-night free hotel with a flight
608786,Exclusive discounts
562315,1-night free hotel with a flight
353271,1-night free hotel with a flight
528421,1-night free hotel with a flight
537481,Exclusive discounts
515051,1-night free hotel with a flight
501087,Free hotel meal
536343,1-night free hotel with a flight
562148,1-night free hotel with a flight
512249,Free hotel meal
604916,Free checked bag
575528,1-night free hotel with a flight
520771,Exclusive discounts
549303,No cancellation fees
516639,1-night free hotel with a flight
583087,1-night free hotel with a flight
515344,Exclusive discounts
359080,Free hotel meal
529840,Exclusive discounts
538432,1-night free hotel with a flight
522265,1-night free hotel with a flight
578120,Exclusive discounts
637075,1-night free hotel with a flight
525389,Exclusive discounts
518422,Free hotel meal
483480,Free hotel meal
510114,1-night free hotel with a flight
563021,1-night free hotel with a flight
605311,Exclusive discounts
409073,Free checked bag
454934,Free hotel meal
582254,1-night free hotel with a flight
586644,Exclusive discounts
460553,Free hotel meal
525591,Exclusive discounts
503621,Exclusive discounts
522171,1-night free hotel with a flight
511126,1-night free hotel with a flight
488314,Free checked bag
557314,1-night free hotel with a flight
549141,1-night free hotel with a flight
621081,Exclusive discounts
528186,1-night free hotel with a flight
555428,1-night free hotel with a flight
601673,1-night free hotel with a flight
549357,1-night free hotel with a flight
529831,1-night free hotel with a flight
557055,1-night free hotel with a flight
543952,Exclusive discounts
508849,1-night free hotel with a flight
537834,Exclusive discounts
518354,1-night free hotel with a flight
524383,Exclusive discounts
516732,Exclusive discounts
512900,1-night free hotel with a flight
577386,Exclusive discounts
524120,1-night free hotel with a flight
531971,1-night free hotel with a flight
595087,1-night free hotel with a flight
544680,1-night free hotel with a flight
526471,1-night free hotel with a flight
516456,Exclusive discounts
557692,1-night free hotel with a flight
565419,1-night free hotel with a flight
569779,1-night free hotel with a flight
487040,No cancellation fees
532653,1-night free hotel with a flight
538319,Free hotel meal
529249,1-night free hotel with a flight
506704,Free hotel meal
545375,1-night free hotel with a flight
489096,Free checked bag
535189,1-night free hotel with a flight
573988,1-night free hotel with a flight
540656,1-night free hotel with a flight
539864,Exclusive discounts
513856,Free hotel meal
520422,Exclusive discounts
509341,Exclusive discounts
604804,1-night free hotel with a flight
527389,Exclusive discounts
630097,1-night free hotel with a flight
525415,Exclusive discounts
488480,Exclusive discounts
545518,1-night free hotel with a flight
563995,1-night free hotel with a flight
550887,Free hotel meal
511568,1-night free hotel with a flight
516561,1-night free hotel with a flight
556906,1-night free hotel with a flight
614595,Free hotel meal
627972,1-night free hotel with a flight
522001,1-night free hotel with a flight
517076,1-night free hotel with a flight
515330,1-night free hotel with a flight
533990,Exclusive discounts
524412,1-night free hotel with a flight
512078,1-night free hotel with a flight
534957,1-night free hotel with a flight
556579,1-night free hotel with a flight
566275,1-night free hotel with a flight
545010,1-night free hotel with a flight
547070,Free hotel meal
577539,Exclusive discounts
531562,1-night free hotel with a flight
511502,1-night free hotel with a flight
508144,1-night free hotel with a flight
580611,1-night free hotel with a flight
440212,No cancellation fees
582333,Exclusive discounts
550077,Free checked bag
563598,1-night free hotel with a flight
565251,1-night free hotel with a flight
306165,No cancellation fees
515198,1-night free hotel with a flight
512628,1-night free hotel with a flight
496899,1-night free hotel with a flight
513402,Free hotel meal
525323,1-night free hotel with a flight
531027,1-night free hotel with a flight
599651,1-night free hotel with a flight
583120,Exclusive discounts
559441,1-night free hotel with a flight
548490,Free checked bag
543666,Free checked bag
487954,Free checked bag
511989,Exclusive discounts
626318,1-night free hotel with a flight
516092,1-night free hotel with a flight
528137,1-night free hotel with a flight
553743,1-night free hotel with a flight
511977,Free checked bag
432637,Free checked bag
564737,1-night free hotel with a flight
558920,1-night free hotel with a flight
557010,1-night free hotel with a flight
500196,Free hotel meal
528281,1-night free hotel with a flight
517715,1-night free hotel with a flight
504859,1-night free hotel with a flight
511680,1-night free hotel with a flight
519348,Free hotel meal
531620,1-night free hotel with a flight
500791,Free checked bag
525081,Exclusive discounts
595587,1-night free hotel with a flight
515060,1-night free hotel with a flight
533575,1-night free hotel with a flight
523800,1-night free hotel with a flight
533613,1-night free hotel with a flight
566456,Exclusive discounts
538538,1-night free hotel with a flight
482548,1-night free hotel with a flight
568060,1-night free hotel with a flight
574680,Exclusive discounts
519853,1-night free hotel with a flight
564854,1-night free hotel with a flight
538147,1-night free hotel with a flight
558851,Free hotel meal
529048,Free checked bag
549154,Free hotel meal
569236,Free hotel meal
533716,Exclusive discounts
568155,1-night free hotel with a flight
523819,1-night free hotel with a flight
512631,1-night free hotel with a flight
511142,1-night free hotel with a flight
527508,1-night free hotel with a flight
488099,Free hotel meal
518579,1-night free hotel with a flight
582664,1-night free hotel with a flight
550221,1-night free hotel with a flight
602946,1-night free hotel with a flight
458688,1-night free hotel with a flight
380874,Free checked bag
473568,Free hotel meal
511223,Exclusive discounts
513497,Free hotel meal
518756,1-night free hotel with a flight
538188,1-night free hotel with a flight
566547,1-night free hotel with a flight
522687,1-night free hotel with a flight
531745,Exclusive discounts
527690,Free checked bag
550400,1-night free hotel with a flight
531921,1-night free hotel with a flight
517131,1-night free hotel with a flight
488462,Free hotel meal
565511,1-night free hotel with a flight
611852,1-night free hotel with a flight
520177,Exclusive discounts
586122,1-night free hotel with a flight
579547,No cancellation fees
513796,1-night free hotel with a flight
561950,1-night free hotel with a flight
473467,Free hotel meal
433339,Free checked bag
635861,1-night free hotel with a flight
545404,1-night free hotel with a flight
526492,1-night free hotel with a flight
534661,Free hotel meal
521814,Exclusive discounts
559520,1-night free hotel with a flight
414128,1-night free hotel with a flight
551282,1-night free hotel with a flight
555850,1-night free hotel with a flight
514461,No cancellation fees
528244,Free hotel meal
552473,1-night free hotel with a flight
523077,1-night free hotel with a flight
469699,1-night free hotel with a flight
636874,1-night free hotel with a flight
528046,1-night free hotel with a flight
521963,Free hotel meal
461559,Free checked bag
467092,1-night free hotel with a flight
594406,1-night free hotel with a flight
566762,1-night free hotel with a flight
544647,1-night free hotel with a flight
522873,1-night free hotel with a flight
514892,1-night free hotel with a flight
536467,Free hotel meal
548123,Free hotel meal
511148,1-night free hotel with a flight
513791,Exclusive discounts
571876,Free checked bag
485544,Free checked bag
517925,Free hotel meal
541235,Exclusive discounts
585138,1-night free hotel with a flight
508713,1-night free hotel with a flight
487715,1-night free hotel with a flight
560978,1-night free hotel with a flight
501780,1-night free hotel with a flight
567448,No cancellation fees
597003,1-night free hotel with a flight
519089,1-night free hotel with a flight
533117,1-night free hotel with a flight
372970,Free checked bag
498857,1-night free hotel with a flight
474980,Free checked bag
547150,1-night free hotel with a flight
534246,1-night free hotel with a flight
548391,1-night free hotel with a flight
473847,1-night free hotel with a flight
436320,Free checked bag
581595,1-night free hotel with a flight
533550,Free checked bag
531670,1-night free hotel with a flight
596361,1-night free hotel with a flight
518907,1-night free hotel with a flight
538696,Exclusive discounts
541224,1-night free hotel with a flight
541672,1-night free hotel with a flight
457967,Free hotel meal
529513,Exclusive discounts
552613,Exclusive discounts
512010,1-night free hotel with a flight
573939,1-night free hotel with a flight
540966,Exclusive discounts
590014,Exclusive discounts
476535,Free hotel meal
509001,Free hotel meal
554079,Free checked bag
524036,Exclusive discounts
542812,Exclusive discounts
519079,Exclusive discounts
529488,1-night free hotel with a flight
513787,1-night free hotel with a flight
519596,1-night free hotel with a flight
585986,1-night free hotel with a flight
521462,1-night free hotel with a flight
520358,1-night free hotel with a flight
543304,1-night free hotel with a flight
537723,1-night free hotel with a flight
444387,No cancellation fees
599765,1-night free hotel with a flight
513638,1-night free hotel with a flight
540444,1-night free hotel with a flight
376159,Free checked bag
483603,Free checked bag
536241,1-night free hotel with a flight
562417,Free hotel meal
582833,Exclusive discounts
551908,1-night free hotel with a flight
612002,1-night free hotel with a flight
478801,Free hotel meal
491617,Free checked bag
375729,Free hotel meal
382384,1-night free hotel with a flight
565508,1-night free hotel with a flight
552364,1-night free hotel with a flight
575092,Exclusive discounts
556268,1-night free hotel with a flight
526570,1-night free hotel with a flight
553017,Free checked bag
536039,Exclusive discounts
540527,Free checked bag
558294,1-night free hotel with a flight
531654,1-night free hotel with a flight
633183,Exclusive discounts
594042,1-night free hotel with a flight
590077,1-night free hotel with a flight
570639,1-night free hotel with a flight
521066,1-night free hotel with a flight
573237,Exclusive discounts
609720,1-night free hotel with a flight
537795,1-night free hotel with a flight
537560,1-night free hotel with a flight
510890,Exclusive discounts
508973,Exclusive discounts
517675,Exclusive discounts
545318,1-night free hotel with a flight
578058,Exclusive discounts
621113,1-night free hotel with a flight
609243,1-night free hotel with a flight
540150,Exclusive discounts
522607,Free checked bag
513613,Exclusive discounts
382181,Free checked bag
525671,1-night free hotel with a flight
595414,Exclusive discounts
559146,Free hotel meal
518334,Exclusive discounts
504435,1-night free hotel with a flight
510558,1-night free hotel with a flight
564736,1-night free hotel with a flight
551211,1-night free hotel with a flight
498287,Free checked bag
517219,1-night free hotel with a flight
530950,1-night free hotel with a flight
471946,1-night free hotel with a flight
612128,1-night free hotel with a flight
566861,No cancellation fees
431912,Free checked bag
443453,Free checked bag
516798,1-night free hotel with a flight
619362,Exclusive discounts
509876,1-night free hotel with a flight
388767,Free checked bag
600265,1-night free hotel with a flight
514617,1-night free hotel with a flight
555187,1-night free hotel with a flight
491930,No cancellation fees
547823,1-night free hotel with a flight
514460,1-night free hotel with a flight
548853,1-night free hotel with a flight
435231,Free hotel meal
494441,Free checked bag
488539,Free hotel meal
508891,Free checked bag
524805,Free hotel meal
544449,Free checked bag
464080,Free hotel meal
573946,Exclusive discounts
521865,1-night free hotel with a flight
616125,Free hotel meal
527075,1-night free hotel with a flight
532989,1-night free hotel with a flight
380949,Exclusive discounts
153982,Free hotel meal
513387,1-night free hotel with a flight
536212,1-night free hotel with a flight
516053,Exclusive discounts
527801,1-night free hotel with a flight
521060,Free hotel meal
616491,1-night free hotel with a flight
546648,Exclusive discounts
567961,1-night free hotel with a flight
589977,1-night free hotel with a flight
514208,1-night free hotel with a flight
527150,1-night free hotel with a flight
519722,1-night free hotel with a flight
510078,1-night free hotel with a flight
507728,Free checked bag
600648,1-night free hotel with a flight
538529,Free hotel meal
564052,1-night free hotel with a flight
568371,1-night free hotel with a flight
431144,Free hotel meal
618664,1-night free hotel with a flight
557562,Free hotel meal
553943,No cancellation fees
474546,Exclusive discounts
534608,Exclusive discounts
607626,Exclusive discounts
533388,1-night free hotel with a flight
520947,1-night free hotel with a flight
564593,1-night free hotel with a flight
541040,Free checked bag
557726,1-night free hotel with a flight
541001,Exclusive discounts
543713,Free hotel meal
524031,1-night free hotel with a flight
509202,1-night free hotel with a flight
516433,1-night free hotel with a flight
570625,1-night free hotel with a flight
512197,1-night free hotel with a flight
534793,1-night free hotel with a flight
511093,1-night free hotel with a flight
560078,Exclusive discounts
581666,Exclusive discounts
561994,1-night free hotel with a flight
485518,Free checked bag
549584,1-night free hotel with a flight
510003,Exclusive discounts
520719,1-night free hotel with a flight
541972,1-night free hotel with a flight
549710,1-night free hotel with a flight
528842,Free hotel meal
575756,1-night free hotel with a flight
637086,Exclusive discounts
462894,Free hotel meal
576136,1-night free hotel with a flight
504786,1-night free hotel with a flight
563201,Exclusive discounts
608725,1-night free hotel with a flight
590397,1-night free hotel with a flight
598945,1-night free hotel with a flight
491241,Free hotel meal
523666,Exclusive discounts
525106,1-night free hotel with a flight
530298,Free hotel meal
533656,1-night free hotel with a flight
487036,1-night free hotel with a flight
548310,1-night free hotel with a flight
582319,1-night free hotel with a flight
527995,1-night free hotel with a flight
530579,1-night free hotel with a flight
542767,1-night free hotel with a flight
573378,Free hotel meal
536000,Exclusive discounts
511726,1-night free hotel with a flight
617878,No cancellation fees
542358,Free checked bag
543385,1-night free hotel with a flight
615307,1-night free hotel with a flight
524169,Free checked bag
564517,Exclusive discounts
524318,1-night free hotel with a flight
526727,Exclusive discounts
496408,1-night free hotel with a flight
537818,Free checked bag
523505,Free checked bag
447951,Exclusive discounts
535081,Exclusive discounts
458855,Free hotel meal
575419,Exclusive discounts
552532,Exclusive discounts
489949,Free hotel meal
511609,1-night free hotel with a flight
541034,Exclusive discounts
511418,1-night free hotel with a flight
599454,1-night free hotel with a flight
519137,Exclusive discounts
545399,1-night free hotel with a flight
597662,1-night free hotel with a flight
521065,Free hotel meal
564588,1-night free hotel with a flight
528490,1-night free hotel with a flight
525308,1-night free hotel with a flight
542080,1-night free hotel with a flight
467809,1-night free hotel with a flight
544391,Exclusive discounts
560362,Free hotel meal
595958,Exclusive discounts
508892,Free checked bag
524926,1-night free hotel with a flight
524637,1-night free hotel with a flight
530322,1-night free hotel with a flight
515735,1-night free hotel with a flight
516061,1-night free hotel with a flight
513221,1-night free hotel with a flight
547817,1-night free hotel with a flight
456226,Free checked bag
607949,No cancellation fees
563896,1-night free hotel with a flight
518931,1-night free hotel with a flight
509119,No cancellation fees
486605,Free hotel meal
478228,Free hotel meal
559266,1-night free hotel with a flight
544536,1-night free hotel with a flight
521925,1-night free hotel with a flight
525864,1-night free hotel with a flight
499366,Free checked bag
520902,1-night free hotel with a flight
531824,1-night free hotel with a flight
481772,Free checked bag
509024,Free checked bag
550298,1-night free hotel with a flight
523715,1-night free hotel with a flight
503918,1-night free hotel with a flight
566815,1-night free hotel with a flight
506013,1-night free hotel with a flight
572154,1-night free hotel with a flight
567052,Free checked bag
516694,Exclusive discounts
573518,Exclusive discounts
553054,1-night free hotel with a flight
586829,1-night free hotel with a flight
589630,1-night free hotel with a flight
596103,1-night free hotel with a flight
599335,1-night free hotel with a flight
543694,Free hotel meal
595184,1-night free hotel with a flight
528744,1-night free hotel with a flight
534333,1-night free hotel with a flight
597948,No cancellation fees
519561,1-night free hotel with a flight
474239,Free checked bag
543817,Free checked bag
540819,1-night free hotel with a flight
536066,Free hotel meal
532730,1-night free hotel with a flight
543306,Free hotel meal
555151,Exclusive discounts
511219,1-night free hotel with a flight
521859,1-night free hotel with a flight
537373,1-night free hotel with a flight
513625,Free hotel meal
563315,1-night free hotel with a flight
525996,Free hotel meal
609167,1-night free hotel with a flight
567195,Exclusive discounts
517898,Exclusive discounts
499990,Exclusive discounts
513345,Exclusive discounts
557887,Free checked bag
625555,Exclusive discounts
447737,Free checked bag
499780,Free checked bag
522788,1-night free hotel with a flight
526102,Exclusive discounts
526144,1-night free hotel with a flight
621291,Free checked bag
582995,Exclusive discounts
560090,1-night free hotel with a flight
580944,1-night free hotel with a flight
363535,Free hotel meal
628752,Exclusive discounts
